	indicator	erytrocyty	smoker	weight	trombocyty	alp	hbver	etytr	relationship	ssn	leukocyty	ast	hematokrit	er-cv	hemoglobin	name	alt
1498	0.00000	8.53893	yes	64.69464	7.66064	71.89960	5.35752	3.94261	divoced	205-76-9938	5.26840	38.21094	7.01615	70.75895	7.24026	Matthew Raymond	2.35747
1499	0.00000	7.15109	yes	52.18397	4.44119	9.26206	8.56973	8.03912	separated	770-56-5653	6.77475	43.94499	7.07262	71.70883	3.81265	Sara Torres	0.90291
1500	1.00000	6.60902	no	106.78609	7.98008	21.21366	5.68979	5.38425	separated	132-37-8350	5.70136	35.10042	7.55940	50.08893	8.49222	Robin Smith	0.77163
1501	1.00000	8.33047	Y	40.97615	7.38503	13.53996	6.56588	2.43871	single	234-63-4203	8.61130	52.22709	6.20264	38.67952	3.23119	James Rivera	1.97254
1502	1.00000	9.51986	yes	102.44203	7.34879	17.48850	7.18344	3.97525	nop	703-12-4888	6.72546	83.36732	6.14566	27.13084	4.00589	Elizabeth Williamson	4.80265
1503	1.00000	6.01620	Y	69.39140	6.42734	43.17646	5.83927	5.73028	single	441-13-2222	7.68589	44.69648	7.51695	52.40363	8.05881	Kevin Caldwell	0.53825
1504	1.00000	6.73062	no	34.89593	6.01977	58.02362	6.15815	5.43830	married	645-32-8915	7.94824	38.75526	7.64548	60.07785	4.86084	Lisa Jackson	0.54216
1505	0.00000	7.83585	yes	72.58298	7.05110	54.59839	5.10876	5.31920	married	086-28-4654	5.76169	51.86433	5.84243	15.56734	4.90958	Diane Medina	1.48311
1506	1.00000	3.97312	no	117.78452	8.79309	48.97024	5.95616	6.26899	married	800-77-4533	7.22131	55.40045	8.05748	31.77689	7.92002	Bradley Cervantes	0.73895
1507	1.00000	3.77469	Y	67.90209	8.29973	49.67869	5.86338	4.90258	married	804-42-0644	6.05042	45.32227	7.18885	37.32573	8.01400	Luke Lopez	0.71573
1508	1.00000	8.43709	no	45.48384	7.04069	80.62308	8.94987	7.85792	divoced	186-17-6522	7.70447	61.93414	7.41381	62.23310	7.01954	Ryan Villa	2.08286
1509	1.00000	6.85245	yes	86.76083	6.62333	13.89686	5.95465	7.70648	nop	043-35-7720	6.48449	45.77161	6.27540	69.17645	9.46291	Jason Mann	0.81775
1510	1.00000	6.26543	no	32.12514	8.29297	20.79568	5.66817	7.23336	divoced	514-65-1293	8.45420	52.66656	8.48024	59.66359	8.73616	Victoria Rios	0.96444
1511	1.00000	5.20371	Y	41.53661	7.32817	31.96388	5.80613	6.30276	married	332-45-7019	7.64115	53.18935	5.28077	37.31168	8.19279	David Lopez	0.67491
1512	1.00000	7.78679	no	61.96490	6.46643	46.57419	7.29863	3.57952	single	739-18-0564	6.43491	58.73287	9.45490	54.41910	4.58934	Angela Sullivan	1.29999
1513	1.00000	10.05525	N	28.45495	7.73234	90.51886	8.68180	7.40860	single	236-96-4973	7.52220	42.89666	7.01133	46.75446	6.07678	Monica Chung	8.40352
1514	1.00000	4.49211	no	43.96343	7.31873	87.84062	5.70742	6.21379	married	186-87-8415	6.71615	42.89537	7.70657	67.47566	6.69709	Michael Mitchell	0.65565
1515	1.00000	8.23718	no	116.31717	6.45924	79.61864	8.86769	7.22417	married	153-13-4382	7.98272	38.84721	6.97006	23.35330	6.46227	Vanessa Hill	1.60167
1516	1.00000	4.67286	no	84.35831	6.75685	32.77573	5.78469	6.11153	married	673-97-7849	7.60133	35.22618	7.74212		8.27383	Robert Simon	0.56113
1517	1.00000	7.41880	no	35.44923	7.81679	79.82058	8.19012	4.26270	single	224-33-3225	4.73121	53.84092	6.01880	41.42632	5.56684	Rachel Perez	1.07043
1518	0.00000	7.13600	no	42.43784	6.49693	82.26484	4.53013	4.44453	married	079-72-8075	5.90176	67.43942	7.38841	52.35730	6.44612	Mary Henderson	0.95344
1519	0.00000	8.52486	Y	57.06239	7.30569	91.00927	8.00927	8.33760	nop	466-47-2896	5.85472	40.79952	6.35690	53.59356	6.66940	Cindy Henderson	2.12337
1520	1.00000	6.16103	yes	73.90381	5.68599	37.84198	5.59989	7.15065	divoced	429-34-4749	7.53079	60.61761	6.78662	49.48262	8.30273	Sharon Chavez	0.41475
1521	0.00000	7.67761	Y	52.53135	6.56128	71.58854	8.36386	9.18209	divoced	781-43-4276	9.37251	54.47552	6.47495	51.43993	5.58084	Mary Williams	1.35725
1522	1.00000	6.65788	yes	69.48711	5.97286	14.05844	5.71198	7.70874	divoced	513-61-8990	7.68203	36.56421	4.93123	61.90324	9.53042	Tony Jones	0.93278
1523	1.00000	3.64750	yes	106.50337	5.07454	47.23512	6.00556	4.93898	widowed	042-32-3425	6.24087	50.31618	7.91496	60.28499	8.00939	Jason Jimenez	0.45688
1524	0.00000	6.67294	yes	55.66272	7.70936	9.49091	9.11701	8.35143	divoced	507-25-8315	6.88963	57.11794	5.84231	44.65467	3.18744	Evelyn Garrison	0.77152
1525	1.00000	9.40116	Y	70.22967	9.46790	39.56582	7.42405	5.24109	nop	676-54-8476	8.36266	69.09937	7.62622	47.57160	4.56162	Jessica Roberson	4.45713
1526	1.00000	6.11731	no	33.44227	7.59648	27.53645	5.76020	5.42341	married	558-18-4448	7.38812	60.96706	7.62278	70.73883	8.41881	James Garcia	0.45945
1527	1.00000	4.82662	yes	17.23610	5.38883	39.81133	5.77053	6.55007	separated	434-81-7190	6.27585	81.81344	6.69367	20.26501	8.18625	Daniel Burns	0.53104
1528	0.00000	8.46441	no	55.06836	6.73940	83.75576	7.30466	8.63816	single	199-96-7783	5.90326	62.62145	5.30175	45.31052	6.73756	Anthony Miller	2.19566
1529	1.00000	8.50372	no	74.99543	6.81822	48.61062	8.02210	3.56564	separated	037-62-9324	6.44404	60.30614	6.33150	55.89598	4.73465	Michele Leonard	2.30956
1530	1.00000	9.68199	N	162.68473	6.73689	12.21917	6.39066	4.07091	single	332-29-3790	6.94752	53.18108	7.92951	40.56634	3.20089	Richard Lozano	5.70292
1531	1.00000	6.42608	no	28.24247	9.36259	82.53004	8.56020	5.27535	divoced	612-88-9638	7.55526	55.15249	7.37580	56.04038	6.61745	Benjamin Compton	0.53675
1532	0.00000	7.67677	no	67.77754	6.58184	42.84399	5.89476	7.66954	married	326-38-6542	6.26972	46.06459	6.99916	67.60193	4.60250	Natalie Owen	1.34830
1533	1.00000	5.30042	no	67.65310	5.57401	38.18738	5.74416	5.21626	widowed	154-98-5722	6.58288	41.46157	6.94676	57.41351	8.06093	Chad Austin	0.47135
1534	1.00000	5.90135	no	107.40583	6.57663	56.63342	5.71239	4.43209	widowed	291-42-3245	7.04049	66.28279	8.28195	55.45488	7.70388	Terry Baird	0.53713
1535	1.00000	6.50067	no	56.04590	6.37502	37.28869	5.66212	5.38510	separated	142-76-6432	7.07317	71.09627	7.01480	78.07091	8.20733	Mary Guzman	0.75291
1536	1.00000	4.36337	no	64.71912	5.86569	66.41532	6.09060	6.31606	single	178-73-7970	5.01574	59.79646	5.79632	40.37709	7.53256	Charles Preston	0.67110
1537	1.00000	4.46617	no	17.76939	7.29803	48.43315	5.77437	7.61295	widowed	536-82-0382	6.82873	60.31112	6.20267	37.35096	7.89962	Aaron Moore	0.84119
1538	0.00000	7.63791	yes	34.56274	6.43625	82.72904	5.84984	5.49708	married	620-75-0876	6.93026	47.02817	6.36299	42.24113	5.59762	Aaron Williams	0.97493
1539	1.00000	5.85547	yes	45.91123	7.77428	41.64111	5.85515	4.50130	divoced	023-67-6928	7.24093	49.90736	4.33538	80.35058	7.86312	Daniel Rios	0.79184
1540	0.00000	6.87675	no	-5.93144	7.46439	86.96539	6.05699	4.88219	separated	532-30-0029	7.90848	60.55241	7.79655	54.41887	5.99955	Lori Moore	0.94734
1541	1.00000	7.67431	no	121.64098	7.51649	57.93444	9.29602	8.45863	divoced	261-40-7978	6.73012	56.82788	6.50473	54.97782	7.72726	Vanessa Caldwell	0.99088
1542	0.00000	7.46036	no	89.83305	6.93883	54.71390	7.53236	8.17792	widowed	557-84-1426	5.28084	21.42335	6.44086	66.39711	4.97110	Kayla Pittman	1.22906
1543	1.00000	9.31337	yes	73.24898	7.62814	15.85557	5.53174	6.10687	separated	370-34-9162	7.29980	55.93949	7.95713	49.26684	8.86118	Rebekah Frank	4.15095
1544	0.00000	6.89718	yes	66.14146	4.38805	72.67894	4.23981	4.90018	single	181-11-2195	5.42587	52.88478	7.39396	46.45108	5.39708	Ray Chandler	0.58689
1545	1.00000	8.78732	yes	64.87390	7.29341	45.85996	7.94638	3.67470	divoced	887-61-4193	7.02994	47.02043	6.06656	70.25196	4.59232	Ian King	2.81868
1546	0.00000	7.61003	no	67.91179	4.78716	69.64475	7.57029	8.44523	divoced	613-53-3571	6.67240	43.83258	6.23654	42.83934	5.23787	Morgan Jones	1.37737
1547	1.00000	7.82095	yes	61.73534	6.31754	19.79334	5.50560	5.64022	single	483-11-5024	5.68802	52.99238	9.43373	50.77770	8.73734	Madison Brown	1.49696
1548	0.00000	8.55731	no	52.56596	4.99522	73.43728	8.81409	6.98868	married	422-62-8317	6.66328	43.87839	8.13008	61.97063	5.57189	Deborah Edwards	2.48480
1549	1.00000	4.59490	yes	50.65948	7.52489	72.41392	5.82841	3.63765	married	528-21-5046	7.18272	38.04854	6.34151	59.10458	7.31614	Adam Brown	0.12566
1550	1.00000	7.41524	N	93.78002	7.21498	36.51128	7.56212	2.91060	single	704-02-4350	7.09118	52.75883	6.33468	28.56031	4.31167	Christine Allen	1.06378
1551	1.00000	6.24789	no	122.16484	6.32910	58.43042	5.63345	4.64563	married	112-88-5619	7.70648	54.68888	5.86585	37.09708	7.71675	Stephanie Miles	0.69524
1552	0.00000	6.16316	no	20.69100	5.63020	28.74634	7.10317	11.13123	single	348-99-1222	6.22985	59.46366	6.51789	70.10877	4.46330	Jason Sparks	0.60034
1553	1.00000	8.82143	yes	80.26082	6.49946	51.65492	7.61354	4.61194	divoced	371-14-7836	8.34689	39.33688	6.81983	63.83886	4.72417	Jenna Jackson	2.87669
1554	1.00000	5.67035	Y	119.34582	5.10125	61.55334	5.63842	4.05863	separated	412-13-7852	6.41778	53.27081	6.17652	43.20459	7.59436	Rebecca Schaefer	0.71568
1555	0.00000	7.51662	no	50.58826	7.86339	84.08262	6.63647	9.87921	nop	001-27-3772	8.09085	72.92581	5.83722	56.37054	6.19098	Randy Martinez	0.93912
1556	0.00000	8.82698	Y	72.38453	7.33053	84.99183	8.62275	6.87764	single	088-05-5424	8.06149	43.74546	6.49678	26.87584	6.00229	Daniel Howard	2.70036
1557	1.00000	6.73158	no	60.28437	6.78285	8.50020	5.62725	6.07946	single	404-09-1977	7.68490	50.12578	8.20262	64.10323	9.09418	Adam Walsh	0.75062
1558	1.00000	7.05463	no	78.50609	7.04995	16.21396	5.65093	4.75411	married	346-57-0519	5.10416	33.00970	6.63696	46.75128	8.87727	Jennifer Phillips	0.86254
1559	1.00000	9.97626	yes	77.84981	5.76500	83.16467	8.91375	8.40627	married	609-07-0760	6.67668	57.81123	7.84220	34.19497	6.67379	Brandi Miller	7.81199
1560	1.00000	8.45893	no	33.93278	7.27816	91.23056	8.36773	6.21733	married	669-80-0441	6.75786	37.75963	8.37174	50.28470	5.90660	Tiffany Salazar	2.13785
1561	0.00000	6.93037	Y	77.07153	5.95227	36.48429	8.25343	9.80333	nop	788-61-2378	8.05951	52.36928	9.43079	59.27781	4.36682	Joseph Smith	0.55335
1562	1.00000	7.16129	yes	71.32900	6.82775	20.56783	10.74481	7.43969	nop	564-15-7660	7.19767	56.97244	8.04282	64.04498	8.51321	Douglas Russo	1.04602
1563	1.00000	7.97400	Y	25.48979	7.16011	84.85753	8.02692	6.14468	married	654-85-4192	6.81350	40.73556	5.56692	54.28677	5.90832	Kyle Castro	1.44965
1564	1.00000	4.83259	no	136.83565	6.38696	45.90287	5.95482	4.47101	separated	369-93-7393	7.70575	40.61779	6.86688	52.27179	8.03921	Juan White	0.36236
1565	1.00000	10.03550	no	-0.94224	9.19405	84.42489	8.77506	6.70075	married	781-22-2600	5.78336	40.66570	6.84804	76.15861	6.02475	Mary Thompson	8.29541
1566	0.00000	6.82579	no	75.84279	6.38364	43.02149	7.08755	9.03412	nop	291-63-2391	5.26353	40.44747	7.01314	61.20341	4.49642	Danielle Richards	0.70951
1567	0.00000	8.49979	no	133.60686	7.13166	68.97368	5.96247	7.71864	divoced	289-87-6945	7.66447	39.77924	8.50888	63.82372	5.02628	Sheila Spencer	2.12899
1568	1.00000	7.30529	no	94.66825	5.26955	75.62743	8.32423	4.01268	single	177-71-2026	7.41210	74.55131	8.57676	50.05639	5.50329	Christian Hale	0.82286
1569	1.00000	5.38930	no	72.33426	7.01501	80.92856	5.59947	3.88155	divoced	372-43-0289	6.02323	45.37705	6.06619	48.12722	6.20446	Tyler Espinoza	0.66385
1570	0.00000	8.27929	no	18.41151	7.94969	87.37773	8.04659	7.91544	single	019-30-9943	6.17798	68.55834	6.26232	37.52904	5.67618	Christina Koch	1.71026
1571	0.00000	9.65027	no	181.26402	6.83317	30.59708	7.28626	7.77380	divoced	578-92-4424	7.28648	39.96643	8.29951	32.01917	8.26446	Erin Schmidt	5.78064
1572	1.00000	7.74175	yes	39.40140	5.58992	56.58818	7.40319	4.76632	nop	394-21-2722	6.90507	43.02693	6.60052	55.49454	4.94201	Alan Hammond	1.63360
1573	0.00000	8.60358	no	29.27953	7.32880	55.40522	5.79547	6.67287	widowed	640-42-9424	6.61222	53.10321	5.86098	50.04341	4.90478	Chelsea Chapman	2.41301
1574	1.00000	5.60371	no	81.59222	6.87957	14.85076	5.95673	7.99736	divoced	395-34-6762	5.73999	57.65704	7.79546	50.76385	9.03694	Heidi Baker	0.69348
1575	0.00000	6.39395	Y	25.57704	7.19856	10.70118	8.52242	8.55434	married	185-21-5438	5.47274	70.82603	6.44794	39.93378	3.03681	Sarah Moore PhD	0.62761
1576	1.00000	4.78930	no	76.95546	8.20569	74.56287	5.53990	5.89407	separated	257-49-7028	6.62468	51.79768	8.51740	43.98214	7.35913	Jack Kim	0.44159
1577	1.00000	7.30462	no	104.46277	7.81490	71.17041	7.28035	5.76896	nop	174-64-1369	7.59087	53.00259	6.84322	83.41425	5.38833	Stacie Smith	1.10413
1578	1.00000	8.74939	Y	52.67328	6.00140	71.51683	9.66101	6.95339	separated	178-88-3078	6.40835	47.22231	7.77074	65.61638	7.26716	Jay Garcia	2.71866
1579	0.00000	8.53505	Y	143.36564	7.87784	59.02678	7.06381	6.91102	single	775-29-3052	8.59654	54.01309	6.69240	41.34355	4.99469	Wyatt Rodriguez Jr.	1.96420
1580	1.00000	9.74193	yes	71.45768	5.44497	84.93263	9.60747	5.89632	nop	636-66-4780	5.52959	54.82307	7.39410	83.35093	6.31337	Keith Davies	6.49209
1581	0.00000	8.59992	Y	66.75050	6.72512	73.45570	9.13143	6.85351	married	202-19-4847	7.94422	55.28257	6.36219	54.76272	5.38843	Jennifer Johnson	2.03526
1582	1.00000	8.82966	no	85.17951	7.43208	80.69116	8.81719	6.01839	nop	216-50-8143	7.17875	69.01837	6.91584	49.63571	6.15274	Stacey Cuevas	2.94852
1583	1.00000	8.83663	no	34.28103	8.72135	15.03411	5.45420	4.04658	single	498-08-8980	6.34764	44.81612	5.22263	27.75027	8.94613	Anthony Tran	3.05832
1584	1.00000	7.91423	yes	72.21414	8.80744	10.69917	5.63372	6.16439	divoced	801-84-3689	7.08837	48.91907	8.36730	63.23674	9.19162	Gabriel Morgan	1.61403
1585	0.00000	8.90179	no	73.31214	6.23873	74.52421	5.96902	5.78632	divoced	076-51-0410	7.84825	46.62391	6.80137	63.07151	5.38264	Jeffrey Richard	3.00281
1586	1.00000	5.77835	no	47.16133	6.45216	45.58409	5.66388	6.15845	married	099-06-0497	6.83810	80.96520	8.02934	72.34374	7.98619	Mario Parker	0.82131
1587	0.00000	8.02459	Y	32.90244	7.57283	57.44813	4.10342	4.99130	married	518-30-9961	6.42111	40.65399	5.92885	47.52904	4.83617	Nicole Dixon	1.49318
1588	0.00000	8.90577	yes	12.58669	7.32730	87.93204	9.19857	7.07918	divoced	732-40-7007	5.55721	75.15344	6.00179	44.62525	6.03989	Mary Osborne	2.87850
1589	0.00000	8.98534	no	57.82461	6.15808	68.37579	6.99422	7.22491	nop	464-47-1878	7.96609	59.81294	5.13588	47.38668	5.14730	Sharon Ortiz	3.13039
1590	0.00000	8.00662	yes	102.98821	4.12051	45.90634	8.61030	6.90711	divoced	208-36-8287	4.64217	60.44925	6.21707	48.92059	4.66155	Brian Ruiz	1.73233
1591	0.00000	8.18357	no	74.12518	6.49823	87.32231	6.54984	6.57396	widowed	842-74-0677	7.11616	47.47586	8.57694	50.86760	6.50972	Kara Richardson	1.64864
1592	1.00000	8.06697	Y	77.40133	7.76282	19.41428	6.57542	3.90285	married	200-01-0416	6.96857	40.52943	7.64463	58.58995	3.72812	Joshua Jimenez	1.45867
1593	0.00000	7.80266	yes	31.92560	6.75278	18.13979	6.62166	7.76881	married	087-46-8458	5.63475	47.06115	7.27897	59.48847	3.54169	Mr. Michael Davis MD	1.39922
1594	1.00000	5.02395	Y	86.64885	5.93208	29.13851	5.89380	5.43849	single	425-10-2171	7.12574	76.90364	6.90108	49.96799	8.27606	Travis Lopez	0.67491
1595	1.00000	6.75711	yes	61.65280	5.76685	30.31967	5.67641	4.54361	divoced	089-89-6971	5.75479	79.91634	6.06687	52.60435	8.39943	Kelly Davenport	0.74553
1596	0.00000	7.35466	yes	121.46365	6.62323	94.98987	4.91526	5.77838	nop	797-40-1432	6.73390	36.94975	7.51208	57.42115	6.43919	Mary Pearson	1.07957
1597	1.00000	5.37548	N	0.97556	6.24437	54.90915	5.67034	4.38782	divoced	135-28-0795	8.09237	43.40903	5.32887	41.87312	7.87758	Melissa Phillips	0.54897
1598	0.00000	8.73920	no	81.91305	6.35198	83.84357	8.44287	7.72062	divoced	773-31-6130	6.01556	76.06038	6.71374	50.42392	6.04006	Annette Brown	2.47563
1599	0.00000	8.63678	Y	73.07603	7.25072	23.24186	7.22567	8.63471	divoced	494-20-6921	7.44924	48.98393	6.73548	28.90339	3.97715	Benjamin Chavez	2.09686
1600	0.00000	7.88567	yes	124.33276	6.15278	87.19603	7.44592	10.00734	nop	419-38-6778	6.87607	44.81993	7.19012	24.71725	6.50591	Rebekah Garza	1.46437
1601	1.00000	8.67206	Y	27.41125	6.83617	87.63781	9.47848	6.16736	nop	539-33-0368	8.38842	0.00000	6.97456	44.59734	6.51376	Susan Robinson	2.38948
1602	0.00000	8.16385	no	106.10137	6.65146	77.55716	8.19133	7.34699	nop	314-28-4103	6.75684	48.97816	6.77138	41.10720	5.52760	Daniel Golden	1.53368
1603	1.00000	4.24708	Y	44.50435	7.91038	67.69273	5.99489	4.28802	single	084-40-8006	6.62535	37.83041	6.21004	24.69187	7.47072	Emily Gamble	0.46230
1604	1.00000	4.94866	no	90.26627	5.63702	38.47955	5.69595	4.56733	divoced	382-85-8814	6.98731	66.46865	6.12560	39.01529	8.01208	Brooke Hernandez	0.45450
1605	1.00000	8.81529	no	50.99635	6.31504	42.30360	7.45985	4.25859	single	411-84-5693	7.09805	47.94558	6.05023	67.72627	4.37424	Phillip Miranda	3.06261
1606	1.00000	7.45971	yes	48.04721	7.00081	48.22943	7.21993	3.96501	single	536-82-0382	7.32571	59.63055		47.52755	4.69994	Aaron Moore	1.09132
1607	1.00000	10.37671	no	180.99605	7.83099	85.00856	9.06897	6.51865	single	441-61-5384	7.59758	65.81665	7.10959	60.58637	5.92026	Richard Garza	11.18593
1608	1.00000	10.27425	yes	99.89424	8.06721	22.79236	5.46669	4.64613	nop	540-57-1546	4.89698	60.82413	6.76294	35.84312	10.41898	Justin Lin	10.49871
1609	1.00000	8.73549	no	66.74496	5.97906	56.42843	7.19050	5.34447	divoced	741-54-7625	10.01773	35.90193	5.71407	28.35161	4.84397	Virginia Moore	2.43942
1610	0.00000	8.14388	no	55.33837	7.06045	69.09542	8.68769	7.71189	divoced	287-12-9113	6.80276	46.01281	5.09821	73.72984	5.50104	James Williams	1.77047
1611	0.00000	8.28870	Y	139.98428	7.26289	91.82378	6.41787	5.15181	married	569-48-1993	6.49076	58.72501	8.37263	38.98922	6.41841	Lauren Hawkins	2.10923
1612	0.00000	7.03399	yes	67.82007	7.04891	90.26581	6.76912	5.25611	divoced	345-21-6514	6.67358	46.83759	6.47418	14.70476	6.57669	Jamie Wallace	0.61294
1613	0.00000	7.47640	no	70.70794	5.79313	47.38070	6.71034	7.49570	single	720-30-4475	7.58908	47.73568	8.13696	59.50410	4.75158	Danny Thompson	1.16899
1614	0.00000	6.91119	yes	-4.33339	6.07110	55.75405	7.97554	10.35915	nop	341-36-7014	6.29201	56.37068	7.36241	58.31345	4.83254	Margaret Williams	0.85109
1615	1.00000	7.93574	no	19.83032	6.98816	18.62448	5.71856	4.97224	separated	356-75-7599	6.83698	66.64794	6.82068	33.72406	8.68759	Kyle Rodriguez	1.46890
1616	1.00000	7.94975	no	44.25628	6.76750	85.35333	6.36783	6.31021	divoced	265-37-3674	6.38746	50.83137	7.52928	32.28323	6.38030	Harold Wood	1.69875
1617	0.00000	8.58718	no	11.77147	6.58889	85.24919	8.29135	7.81588	single	532-30-0029	6.85264	62.75214	6.38687	47.72132	6.14579	Lori Moore	2.20534
1618	1.00000	8.19348	Y	83.82269	7.97175	67.20999	10.19393	6.31131	nop	571-13-2910	6.91250	64.28525	7.54870	63.79441	7.50444	Benjamin Reynolds	2.00430
1619	0.00000	8.37713	yes	13.31945	7.22556	84.01256	8.84284	8.82999	married	600-38-8684	6.10724	56.24029	8.19435	60.36326	6.17729	Joshua Flores	1.61228
1620	0.00000	8.63212	no	59.82385	7.45681	49.90292	8.10369	8.15230	married	076-56-8490	7.60389	68.14581	4.90592	44.31489	4.72920	Phillip Buchanan	2.07738
1621	1.00000	8.30316	no	72.12525	6.89255	69.83446	7.67391	5.94815	widowed	028-84-1398	6.49591	35.26309	6.90651	55.46800	5.26792	Casey Melton	1.66216
1622	1.00000	5.65811	Y	104.33074	6.38345	75.68223	5.65257	5.62676	single	535-58-3952	6.71080	53.67365	6.31716	50.48560	7.34782	Michael Adkins	0.92459
1623	1.00000	2.89147	yes	53.28908	7.35762	84.21241	5.83265	5.31806	married	874-07-6395	7.74126	52.31281	5.49283	74.86829	5.91775	Ryan Powell	0.39620
1624	0.00000	8.19598	no	91.96905	7.17822	66.55143	4.26239	6.14891	divoced	825-12-0893	6.53879	54.75042	6.91403	39.53804	5.30893	Paul Navarro	1.53293
1625	1.00000	7.14585	Y	95.78260	8.63657	82.70709	7.84514	7.89843	separated	693-76-5875	8.92169	47.59636	7.17149	47.74700	6.57152	Antonio Graham	1.12903
1626	1.00000	6.19385	yes	82.95501	6.87426	54.69077	5.62526	4.91190	divoced	080-12-6797	6.35088	56.02701	6.07070	32.26609	7.75974	Frances Robinson	0.56373
1627	1.00000	5.61193	no	119.35825	6.33940	32.57162	5.76675	6.32120	single	057-30-9501	6.81706	58.76053	6.93193	49.00083	8.44743	Kelly Price	0.55261
1628	1.00000	4.93389	yes	67.20917	7.39124	61.11396	5.75746	6.23913	divoced	563-96-7877	7.56727	48.56289	7.95087	72.87174	7.64708	Nicholas Charles	0.55447
1629	1.00000	7.36328	yes	49.66401	8.11865	9.19967	5.66843	6.37378	nop	563-41-2201	7.06409	59.77017	5.96493	64.40423	9.33586	Timothy Smith	1.14155
1630	1.00000	8.50822	yes	58.27605	7.49816	16.64504	5.48414	4.47681	married	189-29-3693	7.02357	61.64751	6.87813	39.13051	8.87819	Zachary Adams	2.06978
1631	0.00000	8.77451	Y	71.31150	5.93063	75.05932	6.33366	5.83243	nop	701-11-9645	6.65616	58.46813	7.43799	81.09903	7.25449	John Wright	2.64632
1632	0.00000	9.89637	no	69.95321	7.71118	45.75187	7.66614	5.55872	divoced	504-03-0197	5.86886	40.50628	5.86254	60.81591	7.68543	Jamie Hunt	7.36361
1633	0.00000	8.05402	no	185.16502	7.73438	46.51857	4.73059	6.36899	married	236-96-4973	6.58837	46.44980	5.52549	52.71006	4.59278	Monica Chung	1.71818
1634	1.00000	3.54497	N	50.33349	7.67866	84.62506	5.69389	4.22055	single	841-90-7880	7.55784	50.07698	7.31570	50.14943	6.59435	Lori Holmes	0.73563
1635	0.00000	7.76553	no	115.57833	5.92853	76.74838	7.30383	6.54463	divoced	186-72-0227	8.12972	46.26219	7.56770	89.96766	5.51317	Dawn Brown	1.35755
1636	0.00000	8.13478	no	147.86032	6.38832	85.73424	5.42575	5.15532	single	419-78-9282	7.80084	50.91144	7.56141	45.76920	6.83632	Erika Cortez	1.78170
1637	1.00000	9.63244	no	72.93166	4.65434	66.68624	9.77876	7.98649	single	856-51-4693	6.23659	63.00361	7.66354	27.47693	7.26158	Joshua Black	5.67109
1638	0.00000	7.94120	no	80.01976	6.84036	77.87310	6.49505	6.55580	widowed	441-91-9315	6.09741	30.27318	8.16317	27.73571	5.23333	Michael Palmer	1.55067
1639	1.00000	6.37328	no	80.35672	8.87463	21.66548	5.84229	5.26085	divoced	005-65-3734	7.29495	65.27565	8.72261	56.46884	8.66533	Brandi Gallagher	0.94843
1640	1.00000	5.50748	no	39.65082	6.11404	63.70612	5.68298	4.39630	widowed	412-55-2640	7.89168	63.81732	7.13764	52.70657	7.48051	Laura Hill	0.86428
1641	1.00000	10.97316	no	45.05089	7.03528	16.35717	6.44372	4.27027	divoced	029-23-3204	7.08799	32.57556	6.44541	90.80838	2.99596	Philip Williams	20.07264
1642	0.00000	8.19992	no	-14.73688	4.73204	86.72480	6.59074	6.24779	divoced	226-81-2186	6.42335	57.78923	7.88841	48.53565	6.02305	Joseph Brown	1.44559
1643	0.00000	7.61733	yes	64.92934	5.94155	82.52181	4.94972	4.96103	married	648-18-5395	7.67580	47.76015	7.58697	57.99772	6.02127	Aaron Mills	1.33180
1644	1.00000	8.58978	Y	141.51846	6.00734	19.85418		6.30898	single	899-54-7273	6.21697	58.09960	7.41136	50.13486	10.16591	Laura Reed	2.16479
1645	1.00000	8.83024	yes	47.02559	7.68702	34.56321	5.45266	4.28153	single	306-60-8506	6.61219	63.74663	6.97236	26.94230	8.25285	Daniel Shaw	2.46298
1646	0.00000	6.59744	no	148.74198	7.26244	20.18800	7.71100	8.14456	nop	140-89-6335	7.67754	40.14825	6.68694	70.04916	3.73873	Joshua Miller	0.66648
1647	0.00000	8.04868	no	94.91559	5.85332	69.27518	8.61486	7.71085	widowed	535-58-3952	8.25732	39.94861	5.90573	41.03623	5.45779	Michael Adkins	1.52316
1648	1.00000	7.78038	no	6.48081	7.09752	76.48512	7.77052	5.31108	nop	522-28-5321	6.09621	46.49601	7.96851	47.44554	5.37618	Christian Bass	1.43656
1649	1.00000	4.56325	Y	88.92209	6.77581	27.90109	5.71158	8.31113	nop	537-49-9355	4.94619	46.97781	5.44463	42.11555	8.58043	Phyllis Campos	0.50201
1650	1.00000	5.03616	yes	59.58527	6.51941	70.08254	5.46854	6.15019	married	267-05-2814	4.84073	39.29544	8.51546	43.16659	7.27866	Jack Ford	0.60424
1651	1.00000	7.96190	yes	83.48258	7.91949	38.75598	6.87928	4.34654	divoced	190-02-7522	8.15725	53.88518	6.25078	59.00261	4.31137	Carol Howard	1.31313
1652	1.00000	7.03194	Y	150.88726	7.14273	16.56160	10.93893	7.67369	married	441-61-5384	7.65812	53.37947	5.29726	53.32562	8.86455	Richard Garza	0.86918
1653	0.00000	8.21011	no	98.32970	5.65722	85.14845	7.63797	6.42633	divoced	725-36-1820	6.01805	58.19959	7.73038	40.59486	5.90090	Andrea Perez	1.99352
1654	0.00000		Y	84.26746	5.89764	84.08654	6.77822	6.16387	separated	609-07-7031	5.61515	47.54594	8.15412	53.71098	6.56787	Jeffrey Hernandez	2.20161
